CN_Code,Description
23060000,"2306 Panelli e altri residui solidi, anche macinati o agglomerati in forma di pellet, derivanti dall'estrazione di grassi od oli vegetali o di origine microbica, diversi da quelli delle voci 2304 o 2305"
23061000,2306 10 00 - di semi di cotone
23062000,2306 20 00 - di semi di lino
23063000,2306 30 00 - di semi di girasole
23064100,2306 41 00 -- di semi di ravizzone o di colza a basso tenore di acido erucico
23064900,2306 49 00 -- altri
23065000,2306 50 00 - di noce di cocco o di copra
23066000,2306 60 00 - di noci o di mandorle di palmisti
23069000,2306 90 - altri
23069005,2306 90 05 -- di germi di granturco
23069011,"2306 90 11 ---- aventi tenore, in peso, di olio d'oliva inferiore o uguale a 3 %"
23069019,"2306 90 19 ---- aventi tenore, in peso, di olio d'oliva superiore a 3 %"
23069090,2306 90 90 --- altri
23070000,2307 00 Fecce di vino; tartaro greggio
23070011,"2307 00 11 -- aventi un titolo alcolometrico totale inferiore o uguale a 7,9 % mas e un tenore, in peso, di sostanza secca uguale o superiore a 25 %"
23070019,2307 00 19 -- altre
23070090,2307 00 90 - Tartaro greggio
23080000,"2308 00 Materie vegetali e cascami vegetali, residui e sottoprodotti vegetali, anche agglomerati in forma di pellets, dei tipi utilizzati per l'alimentazione degli animali, non nominati né compresi altrove"
23080011,"2308 00 11 -- aventi un titolo alcolometrico totale inferiore o uguale a 4,3 % mas e un tenore, in peso, di sostanza secca uguale o superiore a 40 %"
23080019,2308 00 19 -- altri
23080040,"2308 00 40 - Ghiande di quercia e castagne d'India; residui della spremitura di frutta, diversa dall'uva"
23080090,2308 00 90 - altri
23090000,2309 Preparazioni dei tipi utilizzati per l'alimentazione degli animali
23091000,"2309 10 - Alimenti per cani o gatti, condizionati per la vendita al minuto"
23091011,"-- contenenti amido, fecola, glucosio, sciroppo di glucosio, maltodestrina o sciroppo di maltodestrina delle sottovoci 17023050, 17023090, 17024090, 17029050 e 21069055, o prodotti lattiero-caseari"
23091013,"2309 10 13 ----- aventi tenore, in peso, di prodotti lattiero caseari uguale o superiore a 10 % e inferiore a 50 %"
23091015,"2309 10 15 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 50 % e inferiore a 75 %"
23091019,"2309 10 19 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 75 %"
23091031,"2309 10 31 ----- non contenenti prodotti lattiero-caseari o aventi tenore, in peso, di prodotti lattiero-caseari inferiore a 10 %"
23091033,"2309 10 33 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 10 % e inferiore a 50 %"
23091039,"2309 10 39 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 50 %"
23091051,"2309 10 51 ----- non contenenti prodotti lattiero-caseari o aventi tenore, in peso, di prodotti lattiero-caseari inferiore a 10 %"
23091053,"2309 10 53 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 10 % e inferiore a 50 %"
23091059,"2309 10 59 ----- aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 50 %"
23091070,"2309 10 70 --- non contenenti né amido o fecola, né glucosio o sciroppo di glucosio, né maltodestrina o sciroppo di maltodestrina e contenenti prodotti lattiero-caseari"
23091090,2309 10 90 -- altri
23099000,2309 90 - altri
23099010,2309 90 10 -- Prodotti detti solubili di pesci o di mammiferi marini
23099020,2309 90 20 -- Prodotti di cui alla nota complementare 5 del presente capitolo
23099031,"--- contenenti amido o fecola, glucosio o sciroppo di glucosio, maltodestrina o sciroppo di maltodestrina delle sottovoci 17023050, 17023090, 17024090, 17029050 e 21069055 o prodotti lattiero-caseari"
23099033,"2309 90 33 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 10 % e inferiore a 50 %"
23099035,"2309 90 35 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 50 % e inferiore a 75 %"
23099039,"2309 90 39 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 75 %"
23099041,"2309 90 41 ------ non contenenti prodotti lattiero-caseari o aventi tenore, in peso, di prodotti lattiero-caseari inferiore a 10 %"
23099043,"2309 90 43 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 10 % e inferiore a 50 %"
23099049,"2309 90 49 ------ aventi tenore, in peso, di prodotti lattiero caseari uguale o superiore a 50 %"
23099051,"2309 90 51 ------ non contenenti prodotti lattiero-caseari o aventi tenore, in peso, di prodotti lattiero-caseari inferiore a 10 %"
23099053,"2309 90 53 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 10 % e inferiore a 50 %"
23099059,"2309 90 59 ------ aventi tenore, in peso, di prodotti lattiero-caseari uguale o superiore a 50 %"
23099070,2309 90 70 ---- non contenenti né amido o fecola né glucosio o sciroppo di glucosio né maltodestrina o sciroppo di maltodestrina e contenenti prodotti lattiero-caseari
23099091,2309 90 91 ---- Polpe di barbabietole melassate
23099096,2309 90 96 ---- altre
24002100,"CAPITOLO 24 - TABACCO E SUCCEDANEI DEL TABACCO LAVORATI; PRODOTTI, ANCHE CONTENENTI NICOTINA, DESTINATI ALL'INALAZIONE SENZA COMBUSTIONE; ALTRI PRODOTTI CONTENENTI NICOTINA DESTINATI ALL'ASSUNZIONE DI NICOTINA NEL CORPO UMANO"
24010000,2401 Tabacchi greggi o non lavorati; cascami di tabacco
24011000,2401 10 - Tabacchi non scostolati
24011035,2401 10 35 -- Tabacchi light air cured
24011060,2401 10 60 -- Tabacchi sun cured del tipo orientale
24011070,2401 10 70 -- Tabacchi dark air cured
24011085,2401 10 85 -- Tabacchi flue cured
24011095,2401 10 95 -- altri
24012000,2401 20 - Tabacchi parzialmente o totalmente scostolati
24012035,2401 20 35 -- Tabacchi light air cured
24012060,2401 20 60 -- Tabacchi sun cured del tipo orientale
24012070,2401 20 70 -- Tabacchi dark air cured
24012085,2401 20 85 -- Tabacchi flue cured
24012095,2401 20 95 -- altri
24013000,2401 30 00 - Cascami di tabacco
24020000,"2402 Sigari (compresi i sigari spuntati), sigaretti e sigarette, di tabacco o di succedanei del tabacco"
24021000,"2402 10 00 - Sigari (compresi i sigari spuntati) e sigaretti, contenenti tabacco"
24022000,2402 20 - Sigarette contenenti tabacco
24022010,2402 20 10 -- contenenti garofano
24022090,2402 20 90 -- altre
24029000,2402 90 00 - altri
24030000,"2403 Altri tabacchi e succedanei del tabacco, lavorati; tabacchi omogeneizzati o ricostituiti; estratti e sughi di tabacco"
24031100,2403 11 00 -- Tabacco da narghilè di cui alla nota 1 di sottovoci di questo capitolo
24031900,2403 19 -- altro
24031910,2403 19 10 --- in imballaggi immediati di contenuto netto inferiore o uguale a 500 g
24031990,2403 19 90 --- altro
24039100,2403 91 00 -- Tabacchi omogeneizzati o ricostituiti
24039900,2403 99 -- altri
24039910,2403 99 10 --- Tabacco da masticare e tabacco da fiuto (tabacco consumato per via nasale)
24039990,2403 99 90 --- altri
24040000,"2404 Prodotti contenenti tabacco, tabacco ricostituito, nicotina o succedanei del tabacco o della nicotina, destinati all'inalazione senza combustione; altri prodotti contenenti nicotina destinati all'assunzione di nicotina nel corpo umano"
24041100,2404 11 00 -- contenenti tabacco o tabacco ricostituito
24041200,"2404 12 00 -- altri, contenenti nicotina"
24041900,2404 19 -- altri
24041910,2404 19 10 --- contenenti succedanei del tabacco
24041990,2404 19 90 --- altri
24049100,2404 91 -- per applicazione orale
24049110,2404 91 10 --- prodotti contenenti nicotina destinati ad aiutare la disassuefazione dal fumo
24049190,2404 91 90 --- altri
24049200,2404 92 00 -- per applicazione transdermica
24049900,2404 99 00 -- altri
25001100,SEZIONE V - PRODOTTI MINERALI
25002100,"CAPITOLO 25 - SALE; ZOLFO; TERRE E PIETRE; GESSI, CALCE E CEMENTI"
25010000,"2501 00 Sale (compreso il sale preparato da tavola ed il sale denaturato) e cloruro di sodio puro, anche in soluzione acquosa oppure addizionati di agenti agglomeranti o di agenti che assicurano una buona fluidità; acqua di mare"
25010010,2501 00 10 - Acqua di mare e acque madri di saline
25010031,"- Sale (compreso il sale preparato da tavola ed il sale denaturato) e cloruro di sodio puro, anche in soluzione acquosa oppure addizionati di agenti agglomeranti o di agenti che assicurano una buona fluidità"
25010051,"2501 00 51 --- denaturati o destinati ad altri usi industriali (compresa la raffinazione), esclusa la conservazione o la fabbricazione di prodotti destinati all'alimentazione umana o animale"
25010091,2501 00 91 ---- Sale per l'alimentazione umana
25010099,2501 00 99 ---- altri
25020000,2502 00 00 Piriti di ferro non arrostite
25030000,"2503 00 Zolfi di ogni specie, esclusi lo zolfo sublimato, lo zolfo precipitato e lo zolfo colloidale"
25030010,2503 00 10 - Zolfi greggi e zolfi non raffinati
25030090,2503 00 90 - altri
25040000,2504 Grafite naturale
25041000,2504 10 00 - in polvere o in scaglie
25049000,2504 90 00 - altra
25050000,"2505 Sabbie naturali di ogni specie, anche colorate, escluse le sabbie metallifere del capitolo 26"
25051000,2505 10 00 - Sabbie silicee e sabbie quarzose
25059000,2505 90 00 - altre sabbie
25060000,"2506 Quarzi (diversi dalle sabbie naturali); quarziti, anche sgrossate o semplicemente segate o altrimenti tagliate, in blocchi o lastre, di forma quadrata o rettangolare"
25061000,2506 10 00 - Quarzi
25062000,2506 20 00 - Quarzite
25070000,"2507 00 Caolino ed altre argille caoliniche, anche calcinati"
25070020,2507 00 20 - Caolino
25070080,2507 00 80 - altre argille caoliniche
25080000,"2508 Altre argille (escluse le argille espanse della voce 6806), andalusite, cianite, sillimanite, anche calcinate; mullite; terre di chamotte o di dinas"
25081000,2508 10 00 - Bentonite
25083000,2508 30 00 - Argille refrattarie
25084000,2508 40 00 - altre argille
25085000,"2508 50 00 - Andalusite, cianite e sillimanite"
25086000,2508 60 00 - Mullite
25087000,2508 70 00 - Terre di chamotte o di dinas
25090000,2509 00 00 Creta
25100000,"2510 Fosfati di calcio naturali, fosfati allumino-calcici naturali e crete fosfatiche"
25101000,2510 10 00 - non macinati
25102000,2510 20 00 - macinati
25110000,"2511 Solfato di bario naturale (baritina); carbonato di bario naturale (witherite), anche calcinato, escluso l'ossido di bario della voce 2816"
25111000,2511 10 00 - Solfato di bario naturale (baritina)
25112000,2511 20 00 - Carbonato di bario naturale (witherite)
25120000,"2512 00 00 Farine silicee fossili (per esempio: kieselgur, tripolite, diatomite) ed altre terre silicee analoghe, con densità apparente non superiore ad 1, anche calcinate"
25130000,"2513 Pietra pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali, anche trattati termicamente"
25131000,2513 10 00 - Pietra pomice
25132000,"2513 20 00 - Smeriglio, corindone naturale, granato naturale ed altri abrasivi naturali"
25140000,"2514 00 00 Ardesia, anche sgrossata o semplicemente segata o altrimenti tagliata, in blocchi o in lastre di forma quadrata o rettangolare"
25150000,"2515 Marmi, travertini, calcare di Ecaussines ed altre pietre calcaree da taglio o da costruzione con densità apparente uguale o superiore a 2,5, ed alabastro, anche sgrossati o semplicemente segati o altrimenti tagliati, in blocchi o in lastre di forma quadrata o rettangolare"
25151100,2515 11 00 -- greggi o sgrossati
25151200,2515 12 00 -- semplicemente segati o altrimenti tagliati in blocchi o in lastre di forma quadrata o rettangolare
25152000,2515 20 00 - Calcare di Ecaussines ed altre pietre calcaree da taglio o da costruzione; alabastro
25160000,"2516 Granito, porfido, basalto, arenaria ed altre pietre da taglio o da costruzione, anche sgrossati o semplicemente segati o altrimenti tagliati, in blocchi o in lastre di forma quadrata o rettangolare"
25161100,2516 11 00 -- greggio o sgrossato
25161200,"2516 12 00 -- semplicemente segato o altrimenti tagliato, in blocchi o in lastre di forma quadrata o rettangolare"
25162000,2516 20 00 - Arenaria
25169000,2516 90 00 - altre pietre da taglio o da costruzione
25170000,"2517 Sassi, ghiaia, pietre frantumate, dei tipi generalmente utilizzati per calcestruzzo o per massicciate stradali, ferroviarie o altre massicciate, ciottoli e selci, anche trattati termicamente; macadam di loppe, di scorie o di cascami industriali simili, anche contenente materie che rientrano nella prima parte del testo di questa voce, tarmacadam, granuli, scaglie e polveri di pietre delle voci 2515 o 2516, anche trattati termicamente"
25171000,"2517 10 - Sassi, ghiaia, pietre frantumate, dei tipi generalmente utilizzati per calcestruzzo o per massicciate stradali, ferroviarie o altre massicciate, ciottoli e selci, anche trattati termicamente"
25171010,"2517 10 10 -- Sassi, ghiaia, selci e ciottoli"
25171020,"2517 10 20 -- Dolomite e pietre da calce, frantumate"
25171080,2517 10 80 -- altri
25172000,"2517 20 00 - Macadam di loppe, di scorie o di cascami industriali simili, anche contenente materie citate nella sottovoce 251710"
25173000,2517 30 00 - Tarmacadam
25174100,"- Granuli, scaglie e polveri di pietre delle voci 2515 o 2516, anche trattati termicamente"
25174900,2517 49 00 -- altri
25180000,"2518 Dolomite, anche sinterizzata o calcinata, compresa la dolomite sgrossata o semplicemente segata o altrimenti tagliata, in blocchi o in lastre di forma quadrata o rettangolare"
25181000,"2518 10 00 - Dolomite non calcinata né sinterizzata, detta cruda"
25182000,2518 20 00 - Dolomite calcinata o sinterizzata
25190000,"2519 Carbonato di magnesio naturale (magnesite); magnesia fusa elettricamente; magnesia calcinata a morte (sinterizzata), anche contenente piccole quantità di altri ossidi aggiunti prima della sinterizzazione; altro ossido di magnesio, anche puri"
25191000,2519 10 00 - Carbonato di magnesio naturale (magnesite)
25199000,2519 90 - altri
25199010,"2519 90 10 -- Ossidi di magnesio, escluso il carbonato di magnesio (magnesite) calcinato"
25199030,2519 90 30 -- Magnesia calcinata a morte (sinterizzata)
25199090,2519 90 90 -- altri
25200000,"2520 Pietra da gesso; anidrite; gessi, anche colorati o addizionati di piccole quantità di acceleranti o di ritardanti"
25201000,2520 10 00 - Pietra da gesso; anidrite
25202000,2520 20 00 - Gessi
25210000,2521 00 00 Pietre calcaree da fonderia (castines); pietre da calce o da cemento
25220000,"2522 Calce viva, calce spenta e calce idraulica, esclusi l'ossido e l'idrossido di calcio della voce 2825"
25221000,2522 10 00 - Calce viva
25222000,2522 20 00 - Calce spenta
25223000,2522 30 00 - Calce idraulica
25230000,"2523 Cementi idraulici (compresi i cementi non polverizzati detti clinkers), anche colorati"
25231000,2523 10 00 - Cementi non polverizzati detti clinkers
25232100,"2523 21 00 -- Cementi bianchi, anche colorati artificialmente"
25232900,2523 29 00 -- altri
25233000,2523 30 00 - Cementi alluminosi
25239000,2523 90 00 - altri cementi idraulici
25240000,2524 Amianto (asbesto)
25241000,2524 10 00 - Crocidolite
25249000,2524 90 00 - altri
25250000,"2525 Mica, compresa la mica sfaldata in lamine irregolari (splittings); cascami di mica"
25251000,2525 10 00 - Mica greggia o sfaldata in fogli o lamine irregolari
25252000,2525 20 00 - Mica in polvere
25253000,2525 30 00 - Cascami di mica
25260000,"2526 Steatite naturale, anche sgrossata o semplicemente segata o altrimenti tagliata, in blocchi o in lastre di forma quadrata o rettangolare; talco"
25261000,2526 10 00 - non frantumati né polverizzati
25262000,2526 20 00 - frantumati o polverizzati
25280000,"2528 00 00 Borati naturali e loro concentrati (anche calcinati), esclusi i borati estratti dalle soluzioni naturali; acido borico naturale con un contenuto massimo di 85 % di H3BO3 sul prodotto secco"
25290000,2529 Feldspato; leucite; nefelina e sienite-nefelinica; spatofluore
25291000,2529 10 00 - Feldspato
