Installation ID,Permit ID,Operator,Installation name,Address,Allocations,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Allocation total (per installation) ,Unnamed: 11,Lat,Lon
IT-594,IT-A-869,ITALCEMENTI S.P.A.,CEMENTERIA DI VIBO VALENTIA,"CAMOZZI, 124 - 24100 - BERGAMO (BG)",427873.0,427873.0,427873.0,427873.0,427873.0,2139365.0,,45.6966681,9.6758147
IT-595,IT-A-870,Snam Rete Gas S.p.A,Centrale di compressione gas di Masera,"S. Barbara, 7 - 20097 - SAN DONATO MILANESE (MI)",14231.0,14231.0,14231.0,14231.0,14231.0,71155.0,,45.4232896,9.2615326
IT-596,IT-A-871,ACETATI SPA,Acetati S.p.A.,"VIALE AZARI, 110 - 28922 - VERBANIA (VB)",102846.0,102846.0,102846.0,102846.0,102846.0,514230.0,,45.9402051,8.5552155
IT-597,IT-A-873,Vinavil spa,Stabilimento di Villadossola,"Jenner, 4 - 20100 - MILANO (MI)",9965.0,9965.0,9965.0,9965.0,9965.0,49825.0,,45.4972417,9.1839247
IT-598,IT-A-875,INDUSTRIE CARTARIE TRONCHETTI S.p.A.,CARTIERA DI PIANO DELLA ROCCA,"VIA PROVINCIALE LODOVICA, n.d. - 55023 - BORGO A MOZZANO (LU)",14933.0,14933.0,14933.0,14933.0,14933.0,74665.0,,43.978948,10.545703
IT-599,IT-A-877,M.C. tissue,M.C. tissue,"VIA DEL CASALINO, 8 - 55012 - CAPANNORI (LU)",8713.0,8713.0,8713.0,8713.0,8713.0,43565.0,,43.8559157,10.5720692
IT-600,IT-A-878,F.LLI BARTOLI S.p.A.,F.LLI BARTOLI S.p.A.,"Trav. Di Parezzana , 16 - 55061 - CAPANNORI (LU)",3928.0,3928.0,3928.0,3928.0,3928.0,19640.0,,43.8420391,10.5735254
IT-601,IT-A-881,DEMOLLI INDUSTRIA CARTARIA SPA,DEMOLLI INDUSTRIA CARTARIA SPA DIVISIONE CARTIERA VALLE DI LANZO,"VIA URAGO, 10 - 22038 - COMO (CO)",41756.0,41756.0,41756.0,41756.0,41756.0,208780.0,,45.7940311,9.1462576
IT-602,IT-A-883,INDUSTRIE CARTARIE TRONCHETTI S.p.A.,CARTIERA DI PIANO DI COREGLIA,"VIA PROVINCIALE LODOVICA, n.d. - 55023 - BORGO A MOZZANO (LU)",26588.0,26588.0,26588.0,26588.0,26588.0,132940.0,,43.978948,10.545703
IT-603,IT-A-884,CARTIERA FORNACI SPA,CARTIERA FORNACI SPA,"VIA FORNACI, 16 - 21054 - FAGNANO OLONA (VA)",10375.0,10375.0,10375.0,10375.0,10375.0,51875.0,,45.6700497,8.8526625
IT-604,IT-A-887,EUROPAPER S.P.A.,EUROPAPER S.P.A.,"LOC.SICCIALA - PIANDIMOLINO, O2 - 54025 - FIVIZZANO (MS)",8367.0,8367.0,8367.0,8367.0,8367.0,41835.0,,44.23835,10.12599
IT-605,IT-A-891,DOLOMITE FRANCHI S.p.A.,DOLOMITE FRANCHI S.p.A.,"ZANARDELLI, 13 - 25054 - MARONE (BS)",114035.0,114035.0,114035.0,114035.0,114035.0,570175.0,,45.736086,10.093762
IT-606,IT-A-893,O-I Manufaturing Italy S.p.A. - Stabilimento di Mezzocorona,STABILIMENTO DI MEZZOCORONA (TN),"Località Fenice, 3 - 38016 - MEZZOCORONA (TN)",25555.0,25555.0,25555.0,25555.0,25555.0,127775.0,,46.2154357,11.1207858
IT-607,IT-A-896,SAN DOMENICO VETRARIA S.P.A.,SAN DOMENICO VETRARIA S.P.A.,"VIALE SAN DOMENICO, S.N. - 80044 - OTTAVIANO (NA)",33361.0,33361.0,33361.0,33361.0,33361.0,166805.0,,40.8595719,14.4803128
IT-608,IT-A-897,CARTIERA DI PORPORANO SRL,CARTIERA DI PORPORANO SRL,"BASSA DEI FOLLI , 171 - 43100 - PARMA (PR)",3481.0,3481.0,3481.0,3481.0,3481.0,17405.0,,44.7505051,10.3504038
IT-609,IT-A-898,SCA HYGIENE PRODUCTS S.P.A.,SCA HYGIENE PRODUCTS S.P.A. LUCCA 1,"VIA DELLA MADONNINA, 37 - 55102 - CAPANNORI (LU)",68876.0,68876.0,68876.0,68876.0,68876.0,344380.0,,43.8494017,10.5597753
IT-610,IT-A-899,Embraco Europe Srl,Centrali termica,"Via Buttigliera, 6 - 10020 - RIVA PRESSO CHIERI (TO)",6129.0,6129.0,6129.0,6129.0,6129.0,30645.0,,45.0040097,7.9054614
IT-611,IT-A-900,PKARTON Spa,CARTIERA PIRINOLI,"Via Albricci, 3 - 20122 - MILANO (MI)",44763.0,44763.0,44763.0,44763.0,44763.0,223815.0,,45.4611531,9.1892842
IT-612,IT-A-901,Mauro Benedetti S.p.A.,Cartiera di Salerno,"via Pievaiola, 164/M - 06132 - PERUGIA (PG)",23240.0,23240.0,23240.0,23240.0,23240.0,116200.0,,43.0803278,12.3367025
IT-613,IT-A-904,SERTUBI SPA,SERTUBI S.p.a.,"VIA K.L. von BRUCK, 32 - 34143 - TRIESTE (TS)",7978.0,7978.0,7978.0,7978.0,7978.0,39890.0,,45.6496485,13.7772781
IT-616,IT-A-916,STAR STABILIMENTO ALIMENTARE SPA,STABILIMENTO DI AGRATE BRIANZA,"Matteotti, 142 - 20041 - AGRATE BRIANZA (MI)",12299.0,12299.0,12299.0,12299.0,12299.0,61495.0,,45.5717195,9.3573688
IT-617,IT-A-917,GIACOMO GHIGLIOTTI,CARTIERA TORRE MONDOVI’ S.p.A.,"VIA ROMA, 105 - 12080 - TORRE MONDOVI' (CN)",3222.0,3222.0,3222.0,3222.0,3222.0,16110.0,,44.352832,7.89964
IT-618,IT-A-918,KIMBERLY CLARK S.R.L.,KIMBERLY CLARK S.R.L. – Stabilimento di Alanno,"VIA DELLA ROCCA, 49 - 10100 - TORINO (TO)",29764.0,29764.0,29764.0,29764.0,29764.0,148820.0,,45.0593802,7.6896048
IT-619,IT-A-919,CARTONIFICIO DI ISOVERDE SRL,CARTONIFICIO DI ISOVERDE SRL,"VIALE MODUGNO, 29 - 16100 - GENOVA (GE)",3318.0,3318.0,3318.0,3318.0,3318.0,16590.0,,44.4271362,8.8097149
IT-620,IT-A-920,Eni S.p.a. Divisione E & P - UGIT,Centro Olio Val D’Agri,"Via del Marchesato, 13 - 48100 - RAVENNA (RA)",297418.0,297418.0,297418.0,297418.0,297418.0,1487090.0,,44.4792645,12.2701293
IT-621,IT-A-921,Eni S.p.a. Divisione E & P - UGIT,Centrale Gas di Fano,"Via del Marchesato, 13 - 48023 - RAVENNA (RA)",71277.0,71277.0,71277.0,71277.0,71277.0,356385.0,,44.4792645,12.2701293
IT-623,IT-A-923,Eni S.p.a. Divisione E & P - UGIT,Piattaforma Garibaldi K,"Via del Marchesato, 13 - 48023 - RAVENNA (RA)",40858.0,40858.0,40858.0,40858.0,40858.0,204290.0,,44.4792645,12.2701293
IT-624,IT-A-924,Eni S.p.a. Divisione E & P - UGIT,Centrale Gas Pineto,"Via del Marchesato, 13 - 48100 - RAVENNA (RA)",17581.0,17581.0,17581.0,17581.0,17581.0,87905.0,,44.4792645,12.2701293
IT-625,IT-A-925,Eni S.p.a. Divisione E & P - UGIT,Centrale Olio di Trecate,"Via del Marchesato, 13 - 48023 - RAVENNA (RA)",40842.0,40842.0,40842.0,40842.0,40842.0,204210.0,,44.4792645,12.2701293
IT-626,IT-A-926,Eni S.p.a. Divisione E & P - UGIT,Piattaforma Barbara T1,"Via del Marchesato, 13 - 48100 - RAVENNA (RA)",59243.0,59243.0,59243.0,59243.0,59243.0,296215.0,,44.4792645,12.2701293
IT-627,IT-A-927,Eni S.p.a. Divisione E & P - UGIT,Piattaforma Barbara T2,"Via del Marchesato, 13 - 48100 - RAVENNA (RA)",83339.0,83339.0,83339.0,83339.0,83339.0,416695.0,,44.4792645,12.2701293
IT-628,IT-A-928,Eni S.p.a. Divisione E & P - UGIT,Centrale gas Casalborsetti,"Via del Marchesato, 13 - 48023 - RAVENNA (RA)",77777.0,77777.0,77777.0,77777.0,77777.0,388885.0,,44.4792645,12.2701293
IT-629,IT-A-929,ENI S.p.A. Divisione E & P - UGIT,Piattaforma Cervia K,"Via del Marchesato, 13 - 48023 - RAVENNA (RA)",44915.0,44915.0,44915.0,44915.0,44915.0,224575.0,,44.4792645,12.2701293
IT-630,IT-A-930,Eni S.p.a. Divisione E & P - UGIT,Centrale gas di Crotone,"Via del Marchesato, 13 - 48100 - RAVENNA (RA)",36323.0,36323.0,36323.0,36323.0,36323.0,181615.0,,44.4792645,12.2701293
IT-631,IT-A-931,METAN ALPI SESTRIERE srl,CENTRALE DI COGENERAZIONE E TELERISCALDAMENTO,"Via Bardonecchia, 5 - 10139 - TORINO (TO)",31636.0,31636.0,31636.0,31636.0,31636.0,158180.0,,45.0726559,7.646721
IT-632,IT-A-933,CARTIERE VILLA LAGARINA SRL,CARTIERE VILLA LAGARINA SRL,"VIA CASTELLANA, 90 - 31036 - ISTRANA (TV)",65098.0,65098.0,65098.0,65098.0,65098.0,325490.0,,45.6562021,12.0938251
IT-633,IT-A-940,GIOVANNI CRESPI SPA,GIOVANNI CRESPI SPA,"Via per MALVAGLIO, 8 - 20010 - BUSCATE (MI)",13149.0,13149.0,13149.0,13149.0,13149.0,65745.0,,45.5361494,8.8100859
IT-634,IT-A-942,EGEA Ente gestione energia ed ambiente S.p.A.,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,"Via Vivaro, 2 - 12051 - ALBA (CN)",43438.0,43438.0,43438.0,43438.0,43438.0,217190.0,,44.6996346,8.017906
IT-635,IT-A-943,BORMIOLI ROCCO & FIGLIO S.p.A.,BORMIOLI ROCCO & FIGLIO S.p.A. - Stabilimento di Altare (Savona),"viale Martiri della Libertà, 1 - 43036 - FIDENZA (PR)",41283.0,41283.0,41283.0,41283.0,41283.0,206415.0,,44.8624392,10.0749225
IT-636,IT-A-944,SAINT GOBAIN VETRI SPA,"Saint-Gobain Vetri, stabilimento di Lonigo","del Lavoro, 1 - 36045 - LONIGO (VI)",105994.0,105994.0,105994.0,105994.0,105994.0,529970.0,,45.427575,11.3689437
IT-637,IT-A-945,LEDOGA SRL,LEDOGA SRL,"VIA TORRE, 7 - 12080 - SAN MICHELE MONDOVI' (CN)",48865.0,48865.0,48865.0,48865.0,48865.0,244325.0,,44.3691765,7.90129
IT-638,IT-A-946,SAMA SRL,S.A.M.A. S.r.l.,"Viale LOMBARDIA, 26 - 46019 - VIADANA (MN)",1637.0,1637.0,1637.0,1637.0,1637.0,8185.0,,44.9293226,10.5096135
IT-639,IT-A-947,ALITALIA Servizi S.p.A.,CENTRALE TERMICA – IMPIANTO DI COMBUSTIONE,"Piazza Almerico da Schio - Pal. RPU, s.n.c. - 00054 - FIUMICINO (RM)",38877.0,38877.0,38877.0,38877.0,38877.0,194385.0,,41.7712145,12.2278855
IT-640,IT-A-948,SIT SRL,SIT Srl Società Industria Truciolari,"VIA LEONARDO DA VINCI, 8 - 27036 - MORTARA (PV)",4199.0,4199.0,4199.0,4199.0,4199.0,20995.0,,45.2428198,8.7223147
IT-641,IT-A-949,CARTIERA GIORGIONE S.p.A.,CARTIERA GIORGIONE S.p.A.,"Borgo Padova, 112 - 31033 - CASTELFRANCO VENETO (TV)",72982.0,72982.0,72982.0,72982.0,72982.0,364910.0,,45.6554033,11.9402324
IT-643,IT-A-967,NUOVA RIVART SRL,NUOVA RIVART S.R.L.,"Via CASSIA KM 149, SNC - 53040 - RADICOFANI (SI)",9859.0,9859.0,9859.0,9859.0,9859.0,49295.0,,42.8965067,11.7697064
IT-645,IT-A-972,TECNOPARCO VALBASENTO,CENTRALE TERMOELETTRICA,"Via Pomarico, s.n.c. - 75015 - PISTICCI (MT)",227796.0,227796.0,227796.0,227796.0,227796.0,1138980.0,,40.3905273,16.5567323
IT-646,IT-A-973,Fenice S.p.a.,Stabilimento Produzione di elettrodomestici,"via Acqui, 86 - 10090 - RIVOLI (TO)",18436.0,18436.0,18436.0,18436.0,18436.0,92180.0,,45.06616,7.5611447
IT-647,IT-A-974,SOCIETA ENIA S.p.A.,RETE 1,"STRADA MARGHERITA, 6/A - 43100 - PARMA (PR)",3840.0,3840.0,3840.0,3840.0,3840.0,19200.0,,44.778213,10.3473908
IT-648,IT-A-976,MARCELLO CALAMARI,CALCARTA S.r.l.,"PIZZORNA, 551/A - 55023 - BORGO A MOZZANO (LU)",4310.0,4310.0,4310.0,4310.0,4310.0,21550.0,,44.0008677,10.5656627
IT-649,IT-A-980,E.On Produzione S.p.A.,Centrale termoelettrica di fiumesanto,"via Mangili, 9 - 00100 - ROMA (RM)",3269014.0,2909185.0,2605464.0,2413959.0,2222454.0,13420076.0,,41.9192979,12.4822574
IT-650,IT-A-981,Petronas Lubricants Italy S.p.A.,Centrale termica,"Via Santena, 1 - 10100 - TORINO (TO)",5010.0,5010.0,5010.0,5010.0,5010.0,25050.0,,45.0369099,7.6735262
IT-651,IT-A-982,Industria Vetraria Valdarnese scarl,Industria Vetraria Valdarnese scarl,"L.no G.Reni, 60 - 52027 - SAN GIOVANNI VALDARNO (AR)",10498.0,10498.0,10498.0,10498.0,10498.0,52490.0,,43.5649304,11.5305954
IT-652,IT-A-984,Dott. Ivano Visentin,Bunge Italia S.p.A. Stabilimento di Porto Corsini,"Via Baiona, 203 - 48100 - RAVENNA (RA)",36366.0,36366.0,36366.0,36366.0,36366.0,181830.0,,44.482135,12.262208
IT-653,IT-A-985,Dott. Ivano Visentin,Bunge Italia S.p.A. Stabilimento di Ancona,"Zona Industriale Molo Sud, sn - 60100 - ANCONA (AN)",25904.0,25904.0,25904.0,25904.0,25904.0,129520.0,,43.4801189,13.2187279
IT-654,IT-A-986,A2A SPA,CENTRALE TERMOELETTRICA DI CASSANO D'ADDA,"via Lamarmora, 230 - 25124 - BRESCIA (BS)",1792056.0,1702453.0,1630771.0,1541168.0,1469486.0,8135934.0,,45.5202397,10.215236
IT-655,IT-A-987,ACEAELECTRABEL PRODUZIONE S.p.A.,CENTRALE TERMOELETTRICA,"VIALE DELL'AERONAUTICA, 7 - 00144 - ROMA (RM)",6089.0,3653.0,1827.0,1218.0,609.0,13396.0,,41.8268777,12.4736056
IT-656,IT-A-988,ACEAELECTRABEL PRODUZIONE S.p.A.,CENTRALE TERMOELETTRICA TOR DI VALLE,"VIALE DELL'AERONAUTICA, 7 - 00144 - ROMA (RM)",235788.0,235788.0,235788.0,235788.0,235788.0,1178940.0,,41.8268777,12.4736056
IT-657,IT-A-989,ADDA ONDULATI SPA.,ADDA ONDULATI SPA. CARTIERA,"REPUBBLICA, 6 - 23841 - ANNONE DI BRIANZA (LC)",6247.0,6247.0,6247.0,6247.0,6247.0,31235.0,,45.7961157,9.3320249
IT-659,IT-A-992,AIM VICENZA ENERGIA SPA,CENTRALE DI TELERISCALDAMENTO DI VIALE CRICOLI,"CONTRA' PEDEMURO SAN BIAGIO, 72 - 36100 - VICENZA (VI)",16400.0,16400.0,16400.0,16400.0,16400.0,82000.0,,45.549862,11.542036
IT-660,IT-A-993,ALCE S.p.A.,ALCE S.p.A.,"Torre, 7 - 12080 - SAN MICHELE MONDOVI' (CN)",47945.0,47945.0,47945.0,47945.0,47945.0,239725.0,,44.3691765,7.90129
IT-661,IT-A-994,SCARLINO ENERGIA SRL,CENTRALE TERMOELETTRICA,"VIA BENEDETTO VARCHI, 34 - 50132 - FIRENZE (FI)",0.0,0.0,0.0,0.0,0.0,0.0,,43.7768908,11.2735317
IT-663,IT-A-996,ENIA SPA,AMPS SPA,"STRADA S. MARGHERITA, 6/A - 43100 - PARMA (PR)",15967.0,15967.0,15967.0,15967.0,15967.0,79835.0,,44.778213,10.3473908
IT-664,IT-A-997,ANTIBIOTICOS SPA,ANTIBIOTICOS SPA,"STRADA RIVOLTANA, KM 6/7 - 20090 - RODANO (MI)",22065.0,22065.0,22065.0,22065.0,22065.0,110325.0,,45.4804833,9.3396101
IT-665,IT-A-999,Assocogen Vicenza srl,Impianto di cogenerazione e teleriscaldamento industriale di Zermeghedo,"E. Fermi, 134 - 36100 - VICENZA (VI)",14507.0,14507.0,14507.0,14507.0,14507.0,72535.0,,45.6151281,11.3851006
IT-667,IT-A-1001,O-I Manufacturing Italy S.P.A.,O-I Manufacturing Italy S.P.A.-STABILIMENTO DI ASTI,"VIA WASHINGTON, 70 - 20146 - MILANO (MI)",63064.0,63064.0,63064.0,63064.0,63064.0,315320.0,,45.4603893,9.1545477
IT-668,IT-A-1002,O-I Manufacturing Italy S.p.A.,STABILIMENTO DI CASTEL MAGGIORE (BO),"Via Washington, 70 - 20146 - MILANO (MI)",29161.0,29161.0,29161.0,29161.0,29161.0,145805.0,,45.4601178,9.1545952
IT-669,IT-A-1003,BIEFFE MEDITAL SPA,BIEFFE MEDITAL SPA,"NUOVA PROVINCIALE, SNC - 23034 - GROSOTTO (SO)",10209.0,10209.0,10209.0,10209.0,10209.0,51045.0,,46.2798623,10.2584412
IT-671,IT-A-1006,ENERCELL SPA,Stabilimento di Rieti,"Via Durini, 20 - 20122 - MILANO (MI)",38624.0,38624.0,38624.0,38624.0,38624.0,193120.0,,45.4647228,9.1982617
IT-672,IT-A-1007,NOVACETA ENERGIA SRL,Stabilimento di Magenta,"Viale Piemonte, 66 - 20013 - MAGENTA (MI)",27592.0,27592.0,27592.0,27592.0,27592.0,137960.0,,45.4677683,8.8786217
IT-673,IT-A-1008,Greci Industria Alimentare SpA,GRECI INDUSTRIA ALIMENTARE SPA,"TRAVERSANTE, 58 - 43100 - PARMA (PR)",8405.0,8405.0,8405.0,8405.0,8405.0,42025.0,,44.8298187,10.3850357
IT-674,IT-A-1009,BIRRA FORST S.p.A.,BIRRA FORST S.p.A.,"Via Venosta, 8 - 39022 - LAGUNDO (BZ)",8362.0,8362.0,8362.0,8362.0,8362.0,41810.0,,46.67672,11.114829
IT-675,IT-A-1010,SPA BIRRA PERONI,STABILIMETO DI BARI,"BIROLLI, 8 - 00100 - ROMA (RM)",8390.0,8390.0,8390.0,8390.0,8390.0,41950.0,,41.9040514,12.5988789
IT-676,IT-A-1011,Bolton Alimentari S.p.A.,Bolton Alimentari S.p.A.,"Via Einaudi, 18/22 - 22072 - CERMENATE (CO)",9465.0,9465.0,9465.0,9465.0,9465.0,47325.0,,45.6980435,9.0978113
IT-677,IT-A-1012,BORMIO SPA,BORMIO SPA CARTIERA,"FIUME, 40 - 22037 - PONTE LAMBRO (CO)",6228.0,6228.0,6228.0,6228.0,6228.0,31140.0,,45.8247397,9.2277102
IT-678,IT-A-1013,BORMIOLI LUIGI SPA,BORMIOLI LUIGI SPA,"MOLETOLO, 6 - 43100 - PARMA (PR)",35367.0,35367.0,35367.0,35367.0,35367.0,176835.0,,44.830156,10.3222162
IT-679,IT-A-1014,CAPA COLOGNA S.C.A.,CAPA COLOGNA S.C.A.,"FOSSA LAVEZZOLA, 83 - 44033 - BERRA (FE)",1607.0,1607.0,1607.0,1607.0,1607.0,8035.0,,44.9704876,11.8895652
IT-680,IT-A-1015,S.E.I. (SERVIZI ENERGETICI INTEGRATI) SPA,C.EN.T.O.,"MOGLIA, 19 - 10036 - SETTIMO TORINESE (TO)",37388.0,37388.0,37388.0,37388.0,37388.0,186940.0,,45.1649481,7.7704041
IT-682,IT-A-1017,PIETRO CALDARONI,IDEAL CARTA SPA,"DEL MURILLO KM 3.500, KM 3.500 - 04013 - SERMONETA (LT)",10338.0,10338.0,10338.0,10338.0,10338.0,51690.0,,41.549314,12.984893
IT-683,IT-A-1018,Cartiera Ca.ma S.r.l.,Cartiera Ca.ma S.r.l.,"Via Centrale, 1 - 24040 - LALLIO (BG)",6263.0,6263.0,6263.0,6263.0,6263.0,31315.0,,45.66638,9.630053
IT-684,IT-A-1019,CARTIERA CARMA,CARTIERA CARMA STABILIMENTO CALAMARI,"MAMMIANESE, 1 - 51017 - PESCIA (PT)",8134.0,8134.0,8134.0,8134.0,8134.0,40670.0,,43.9272043,10.6919624
IT-685,IT-A-1020,CARTIERA CONFALONE SPA,CARTIERA CONFALONE SPA,"SAN PIETRO, 147 - 84010 - MAIORI (SA)",5501.0,5501.0,5501.0,5501.0,5501.0,27505.0,,40.6537748,14.6428502
IT-686,IT-A-1021,CARTIERA COOPERATIVA RIVALTA ARL,CARTIERA COOPERATIVA RIVALTA ARL,"DON CESARE SCALA, 51 - 37020 - BRENTINO BELLUNO (VR)",4171.0,4171.0,4171.0,4171.0,4171.0,20855.0,,45.6571435,10.893847
IT-687,IT-A-1022,CARTIERA DELL'ADDA SPA,CARTIERA DELL'ADDA SPA,"CAVOUR, 63 - 23801 - CALOLZIOCORTE (LC)",29060.0,29060.0,29060.0,29060.0,29060.0,145300.0,,45.8059512,9.4232682
IT-688,IT-A-1023,CARTIERA DI CARBONERA SPA,CARTIERA DI CARBONERA SPA,"CASTELLANA, 90 - 31036 - ISTRANA (TV)",67489.0,67489.0,67489.0,67489.0,67489.0,337445.0,,45.6597933,12.0749927
IT-692,IT-A-1027,CARTIERA FRANCESCANTONIO CERRONE SPA,CARTIERA FRANCESCANTONIO CERRONE SPA,"DELLE ANTICHITA', 1 - 03031 - AQUINO (FR)",10711.0,10711.0,10711.0,10711.0,10711.0,53555.0,,41.4977017,13.7010415
IT-693,IT-A-1028,CARTIERA GIACOSA S.P.A.,CARTIERA GIACOSA S.P.A.,"Rivera, 2 - 10070 - FRONT (TO)",15067.0,15067.0,15067.0,15067.0,15067.0,75335.0,,45.2874486,7.6705309
IT-694,IT-A-1029,Cartiera Lucchese spa,Cartiera Lucchese Spa - Stabilimento di Porcari,"Via Ciarpi, 77 - 55016 - PORCARI (LU)",78052.0,78052.0,78052.0,78052.0,78052.0,390260.0,,43.8496151,10.6141448
IT-695,IT-A-1030,Cartiera Lucchese Spa,Cartiera Lucchese Spa - Stabilimento di Diecimo,"Zona Industriale, n.d. - 55023 - BORGO A MOZZANO (LU)",69183.0,69183.0,69183.0,69183.0,69183.0,345915.0,,43.978948,10.545703
IT-696,IT-A-1031,CARTIERA MANTOVANA SRL,CARTIERA MANTOVANA SRL,"PIAZZA FRANCO MARENGHI, 18 - 46044 - GOITO (MN)",2093.0,2093.0,2093.0,2093.0,2093.0,10465.0,,45.2545067,10.6729409
IT-697,IT-A-1032,Cartiera Marchigiana S.r.l.,Cartiera Marchigiana S.r.l.,"Via Enrico Fermi, 29 - 62010 - MONTELUPONE (MC)",3979.0,3979.0,3979.0,3979.0,3979.0,19895.0,,43.3658516,13.5796554
IT-698,IT-A-1033,CARTIERA SAN FELICE SPA,CARTIERA SAN FELICE SPA,"CALABBIANA, 1 - 51100 - PISTOIA (PT)",10063.0,10063.0,10063.0,10063.0,10063.0,50315.0,,43.9950377,10.8954455
IT-699,IT-A-1034,CARTIERA SAN GIORGIO SRL,CARIERA SAN GIORGIO SRL,"MALENCHINI, 13 - 16100 - GENOVA (GE)",3504.0,3504.0,3504.0,3504.0,3504.0,17520.0,,44.4640388,8.7043013
IT-700,IT-A-1035,CARTIERE DELLA VALTELLINA SPA,CARTIERE DELLA VALTELLINA SPA,"Via del Progresso, 1 - 23037 - TIRANO (SO)",25347.0,25347.0,25347.0,25347.0,25347.0,126735.0,,46.210218,10.1508146
IT-701,IT-A-1036,Cartiere ERMOLLI s.p.a.,Stabilimento di Crevacuore,"Giorgio Ermolli, 62 - 33015 - MOGGIO UDINESE (UD)",27593.0,27593.0,27593.0,27593.0,27593.0,137965.0,,46.4043727,13.1944366
IT-702,IT-A-1037,Cartiere ERMOLLI s.p.a.,Stabilimento di Moggio Udinese,"Giorgio Ermolli, 62 - 33015 - MOGGIO UDINESE (UD)",46384.0,46384.0,46384.0,46384.0,46384.0,231920.0,,46.4043727,13.1944366
IT-703,IT-A-1038,CARTITALIA SRL,CARTITALIA SRL,"CASTELLANA, 90 - 31036 - ISTRANA (TV)",38312.0,38312.0,38312.0,38312.0,38312.0,191560.0,,45.6597933,12.0749927
IT-704,IT-A-1043,Cesare Fiorucci S.p.A.,Cesare Fiorucci S.p.A.,"Cesare Fiorucci, 11 - 00040 - POMEZIA (RM)",16648.0,16648.0,16648.0,16648.0,16648.0,83240.0,,41.7046859,12.5684307
IT-705,IT-A-1045,GRUPPO VIESSE F. M. SPA,ITALTEL CENTRALE TERMICA DI COMPLESSO INDUSTRIALE,"VIA DELLE INDUSTRIE, 8 - 20040 - USMATE VELATE (MI)",6216.0,6216.0,6216.0,6216.0,6216.0,31080.0,,45.6524584,9.3543419
IT-707,IT-A-1047,DALMAR ENERGIA S.r.l.,MILANO 2 CENTRALI TERMICHE DI QUARTIERE RESIDENZIALE,"MARCONI, 1/3 - 20090 - SEGRATE (MI)",14314.0,14314.0,14314.0,14314.0,14314.0,71570.0,,45.4946369,9.2777489
IT-945,IT-A-1049,DALMAR ENERGIA S.r.l.,QUARTIERE OLMI CENTRALE TERMICA DI QUARTIERE RESIDENZIALE,"MARCONI, 1/3 - 20090 - SEGRATE (MI)",5150.0,5150.0,5150.0,5150.0,5150.0,25750.0,,45.4946369,9.2777489
IT-708,IT-A-1050,SIRAM SPA,AZIENDA OSPEDALIERA SAN PAOLO,"BISCEGLIE, 95 - 20152 - MILANO (MI)",4541.0,4541.0,4541.0,4541.0,4541.0,22705.0,,45.4480481,9.1203699
IT-709,IT-A-1051,BUSI IMPIANTI S.p.A. – DIVISIONE MAINTENANCE & ENERGY,CENTRALE TERMICA PER LA PRODUZIONE DI VAPORE DELLA STAZIONE FERROVIARIA DI MILANO CENTRALE,"Via della Cooperazione, 131/B/C - 40059 - MEDICINA (BO)",4381.0,4381.0,4381.0,4381.0,4381.0,21905.0,,44.4765572,11.6384123
IT-710,IT-A-1052,A2A SPA,PALAZZO DI GIUSTIZIA DI MILANO,"LAMARMORA, 230 - 25124 - BRESCIA (BS)",4478.0,4478.0,4478.0,4478.0,4478.0,22390.0,,45.5202397,10.215236
IT-711,IT-A-1053,CONSORZIO PADANO ORTOFRUTTICOLO SOC. AGR. COOP.,CO.PAD.OR. SOC.AGR.COOP.,"STRADA DEI NOTARI, 36 - 43044 - COLLECCHIO (PR)",14409.0,14409.0,14409.0,14409.0,14409.0,72045.0,,44.7520202,10.2166909
IT-712,IT-A-1054,COOP. LIRI 85 ARL,COOP. LIRI 85 ARL,"ROMA, 230 - 03036 - ISOLA DEL LIRI (FR)",3668.0,3668.0,3668.0,3668.0,3668.0,18340.0,,41.6800899,13.5635079
IT-713,IT-A-1055,COTTOSENESE SPA,COTTOSENESE SPA - IMPIANTO DI PIENZA,"FORNACI, 55/A - 53027 - SAN QUIRICO D'ORCIA (SI)",53064.0,53064.0,53064.0,53064.0,53064.0,265320.0,,43.0513633,11.6220306
IT-946,IT-A-1058,DISTER SPA,DISTER SPA,"GRANAROLO, 231 - 48018 - FAENZA (RA)",22889.0,22889.0,22889.0,22889.0,22889.0,114445.0,,44.3313621,11.9110299
IT-714,IT-A-1059,DISTILLERIA BERTOLINO SPA,DISTILLERIA BERTOLINO SPA,"VIALE DEI PLATANI, 101 - 90047 - PARTINICO (PA)",20088.0,20088.0,20088.0,20088.0,20088.0,100440.0,,38.062982,13.1065206
IT-716,IT-A-1063,ENI MEDITERRANEA IDROCARBURI SPA,Nuovo Centro Olio Gela,"Strada Statale, 117Bis - 93012 - GELA (CL)",15597.0,15597.0,15597.0,15597.0,15597.0,77985.0,,37.1541254,14.3224846
IT-718,IT-A-1065,F.LLI GIOVANNINI SPA,F.LLI GIOVANNINI SPA,"FLAMINIA, 55 - 61032 - FANO (PS)",4533.0,4533.0,4533.0,4533.0,4533.0,22665.0,,43.8137966,12.9872953
